filename;class;xmin;ymin;xmax;ymax
1478899788241785147_jpg.rf.8mbQED0zYVPOVgmROJea.jpg;pedestrian;223;199;255;390
1478899788241785147_jpg.rf.8mbQED0zYVPOVgmROJea.jpg;car;252;247;262;279
1478899788241785147_jpg.rf.8mbQED0zYVPOVgmROJea.jpg;pedestrian;276;183;302;387
1478899788241785147_jpg.rf.8mbQED0zYVPOVgmROJea.jpg;car;299;221;421;293
1478899788241785147_jpg.rf.8mbQED0zYVPOVgmROJea.jpg;pedestrian;452;194;498;357
1478899465462940862_jpg.rf.8nq4ET4kmUgT0gAELGCT.jpg;pedestrian;301;253;308;279
1478899465462940862_jpg.rf.8nq4ET4kmUgT0gAELGCT.jpg;car;0;265;30;332
1478899465462940862_jpg.rf.8nq4ET4kmUgT0gAELGCT.jpg;pedestrian;2;250;10;290
1478899465462940862_jpg.rf.8nq4ET4kmUgT0gAELGCT.jpg;car;38;238;218;459
1478899465462940862_jpg.rf.8nq4ET4kmUgT0gAELGCT.jpg;pedestrian;74;258;81;287
1478899465462940862_jpg.rf.8nq4ET4kmUgT0gAELGCT.jpg;car;215;258;233;287
1478899465462940862_jpg.rf.8nq4ET4kmUgT0gAELGCT.jpg;pedestrian;326;246;338;298
1478899465462940862_jpg.rf.8nq4ET4kmUgT0gAELGCT.jpg;pedestrian;377;216;394;327
1478899465462940862_jpg.rf.8nq4ET4kmUgT0gAELGCT.jpg;pedestrian;388;199;423;331
1478899465462940862_jpg.rf.8nq4ET4kmUgT0gAELGCT.jpg;pedestrian;462;225;479;322
1478900292691242309_jpg.rf.8p1OnnDz6lplwE619VfD.jpg;car;41;259;109;328
1478900292691242309_jpg.rf.8p1OnnDz6lplwE619VfD.jpg;pedestrian;283;223;334;366
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;car;97;241;117;284
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;car;113;241;133;280
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;car;133;240;146;269
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;car;148;240;159;268
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;pedestrian;240;238;245;267
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;car;246;242;253;271
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;car;253;233;272;276
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;car;262;238;282;276
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;car;22;250;107;299
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;car;159;241;183;274
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;car;190;235;228;287
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;pedestrian;354;237;366;274
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;pedestrian;369;217;385;293
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;pedestrian;388;217;398;287
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;pedestrian;409;222;425;289
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;pedestrian;429;222;444;259
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;pedestrian;450;212;462;255
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;pedestrian;466;233;479;294
1478900836558672502_jpg.rf.8pnOJAAYbdEmp7S39fJd.jpg;pedestrian;487;218;508;295
1478901333009094649_jpg.rf.8pqZO6iU8eCfHUw2rmDs.jpg;car;0;245;38;306
1478901333009094649_jpg.rf.8pqZO6iU8eCfHUw2rmDs.jpg;car;11;250;79;342
1478901333009094649_jpg.rf.8pqZO6iU8eCfHUw2rmDs.jpg;car;62;195;230;411
1478901333009094649_jpg.rf.8pqZO6iU8eCfHUw2rmDs.jpg;car;232;257;275;288
1478901333009094649_jpg.rf.8pqZO6iU8eCfHUw2rmDs.jpg;car;314;244;396;334
1478901333009094649_jpg.rf.8pqZO6iU8eCfHUw2rmDs.jpg;pedestrian;319;252;329;281
1478901333009094649_jpg.rf.8pqZO6iU8eCfHUw2rmDs.jpg;pedestrian;321;253;328;273
1478901333009094649_jpg.rf.8pqZO6iU8eCfHUw2rmDs.jpg;pedestrian;482;247;497;308
1478896621012181957_jpg.rf.8spQGZXgBdU5ZjNA52Pw.jpg;car;165;253;185;278
1478896621012181957_jpg.rf.8spQGZXgBdU5ZjNA52Pw.jpg;car;165;253;181;274
1478896621012181957_jpg.rf.8spQGZXgBdU5ZjNA52Pw.jpg;car;206;251;229;282
1478896621012181957_jpg.rf.8spQGZXgBdU5ZjNA52Pw.jpg;pedestrian;285;236;308;298
1478896621012181957_jpg.rf.8spQGZXgBdU5ZjNA52Pw.jpg;pedestrian;289;240;305;284
1478898120647114366_jpg.rf.8wK3FTvx0fbUJryXgCwo.jpg;pedestrian;48;262;57;292
1478898120647114366_jpg.rf.8wK3FTvx0fbUJryXgCwo.jpg;pedestrian;48;265;58;292
1478898120647114366_jpg.rf.8wK3FTvx0fbUJryXgCwo.jpg;pedestrian;57;258;67;291
1478898120647114366_jpg.rf.8wK3FTvx0fbUJryXgCwo.jpg;pedestrian;60;263;69;289
1478898120647114366_jpg.rf.8wK3FTvx0fbUJryXgCwo.jpg;car;209;254;222;271
1478898120647114366_jpg.rf.8wK3FTvx0fbUJryXgCwo.jpg;car;209;256;222;271
1478898120647114366_jpg.rf.8wK3FTvx0fbUJryXgCwo.jpg;car;216;253;234;277
1478898120647114366_jpg.rf.8wK3FTvx0fbUJryXgCwo.jpg;car;368;247;398;265
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;car;0;239;50;311
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;car;50;244;68;289
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;car;78;258;114;284
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;car;82;254;116;286
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;pedestrian;85;242;94;286
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;car;119;258;146;287
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;car;121;257;145;287
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;pedestrian;139;241;150;290
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;pedestrian;139;240;150;290
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;pedestrian;149;236;162;293
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;pedestrian;206;255;214;289
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;pedestrian;210;256;215;283
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;car;257;254;311;294
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;car;258;259;305;291
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;car;268;234;279;289
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;pedestrian;268;235;283;297
1478898512551145258_jpg.rf.8tyt2krVsv0Y6YB4krfL.jpg;car;301;226;511;337
1478899419189354314_jpg.rf.8xO0YEPlXKnUfiVtZXoq.jpg;pedestrian;434;211;454;283
1478899419189354314_jpg.rf.8xO0YEPlXKnUfiVtZXoq.jpg;car;68;241;163;325
1478899419189354314_jpg.rf.8xO0YEPlXKnUfiVtZXoq.jpg;pedestrian;132;150;225;475
1478899419189354314_jpg.rf.8xO0YEPlXKnUfiVtZXoq.jpg;pedestrian;192;181;239;435
1478899419189354314_jpg.rf.8xO0YEPlXKnUfiVtZXoq.jpg;pedestrian;292;242;311;290
1478899419189354314_jpg.rf.8xO0YEPlXKnUfiVtZXoq.jpg;pedestrian;358;218;383;288
1478899419189354314_jpg.rf.8xO0YEPlXKnUfiVtZXoq.jpg;car;443;202;508;303
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;pedestrian;464;238;493;297
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;pedestrian;449;219;468;302
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;car;15;247;98;328
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;pedestrian;93;263;104;302
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;pedestrian;95;265;108;303
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;car;133;260;162;296
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;car;153;254;252;369
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;car;161;249;191;298
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;car;221;242;297;322
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;pedestrian;294;237;316;332
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;pedestrian;310;232;319;328
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;pedestrian;318;242;334;320
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;pedestrian;343;231;357;318
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;pedestrian;355;236;371;315
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;pedestrian;356;234;370;313
1478899404335682891_jpg.rf.8vlWNwfdL4OB6chs6zYi.jpg;car;394;240;442;294
1478898084655522842_jpg.rf.8xejNvHkkifSbIGw50Va.jpg;pedestrian;31;265;42;296
1478898084655522842_jpg.rf.8xejNvHkkifSbIGw50Va.jpg;car;52;172;258;433
1478020359195076489_jpg.rf.90290e52e07c34ddc29ff6c1d513d49a.jpg;pedestrian;11;241;22;280
1478020359195076489_jpg.rf.90290e52e07c34ddc29ff6c1d513d49a.jpg;car;241;248;251;261
1478020359195076489_jpg.rf.90290e52e07c34ddc29ff6c1d513d49a.jpg;car;268;236;289;277
1478020359195076489_jpg.rf.90290e52e07c34ddc29ff6c1d513d49a.jpg;car;272;242;281;271
1478020359195076489_jpg.rf.90290e52e07c34ddc29ff6c1d513d49a.jpg;car;283;253;307;293
1478020359195076489_jpg.rf.90290e52e07c34ddc29ff6c1d513d49a.jpg;car;284;247;302;271
1478020359195076489_jpg.rf.90290e52e07c34ddc29ff6c1d513d49a.jpg;car;297;245;330;283
1478020359195076489_jpg.rf.90290e52e07c34ddc29ff6c1d513d49a.jpg;pedestrian;314;249;328;301
1478020359195076489_jpg.rf.90290e52e07c34ddc29ff6c1d513d49a.jpg;pedestrian;470;221;488;300
1478020359195076489_jpg.rf.90290e52e07c34ddc29ff6c1d513d49a.jpg;pedestrian;471;220;490;300
1478732928845769905_jpg.rf.900f0e1b5c31e02bf87d4402c12deb3b.jpg;pedestrian;85;235;95;276
1478732928845769905_jpg.rf.900f0e1b5c31e02bf87d4402c12deb3b.jpg;pedestrian;24;229;51;324
1478732928845769905_jpg.rf.900f0e1b5c31e02bf87d4402c12deb3b.jpg;pedestrian;321;232;334;262
1478732928845769905_jpg.rf.900f0e1b5c31e02bf87d4402c12deb3b.jpg;car;321;242;369;284
1478732928845769905_jpg.rf.900f0e1b5c31e02bf87d4402c12deb3b.jpg;car;361;236;392;274
1478732928845769905_jpg.rf.900f0e1b5c31e02bf87d4402c12deb3b.jpg;car;362;239;391;272
1478732928845769905_jpg.rf.900f0e1b5c31e02bf87d4402c12deb3b.jpg;car;382;234;405;271
1478732928845769905_jpg.rf.900f0e1b5c31e02bf87d4402c12deb3b.jpg;car;401;236;417;266
1478732928845769905_jpg.rf.900f0e1b5c31e02bf87d4402c12deb3b.jpg;car;411;236;434;266
1478732928845769905_jpg.rf.900f0e1b5c31e02bf87d4402c12deb3b.jpg;car;429;232;445;263
1478732928845769905_jpg.rf.900f0e1b5c31e02bf87d4402c12deb3b.jpg;car;442;233;456;259
1478732068046357683_jpg.rf.903cfed05bb86ea7ce60522e2964db3c.jpg;car;0;246;47;288
1478732068046357683_jpg.rf.903cfed05bb86ea7ce60522e2964db3c.jpg;pedestrian;294;237;299;260
1478732068046357683_jpg.rf.903cfed05bb86ea7ce60522e2964db3c.jpg;car;113;234;181;302
1478732068046357683_jpg.rf.903cfed05bb86ea7ce60522e2964db3c.jpg;car;234;238;265;278
1478732068046357683_jpg.rf.903cfed05bb86ea7ce60522e2964db3c.jpg;pedestrian;393;217;412;279
1478732068046357683_jpg.rf.903cfed05bb86ea7ce60522e2964db3c.jpg;pedestrian;396;213;412;283
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;car;162;254;188;294
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;car;195;251;226;295
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;pedestrian;298;239;306;308
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;pedestrian;299;239;305;305
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;pedestrian;301;239;314;310
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;pedestrian;305;237;314;313
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;pedestrian;314;234;322;309
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;pedestrian;316;230;324;308
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;pedestrian;320;235;333;307
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;pedestrian;321;236;329;310
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;pedestrian;330;230;344;305
1478899007288650406_jpg.rf.909a6f8cde2c0c88d1cd64e14e437bc7.jpg;pedestrian;332;235;343;304
1478020358197087411_jpg.rf.90a42dc980ca76a2a8c435cda9aecbba.jpg;pedestrian;15;237;26;277
1478020358197087411_jpg.rf.90a42dc980ca76a2a8c435cda9aecbba.jpg;car;241;246;251;261
1478020358197087411_jpg.rf.90a42dc980ca76a2a8c435cda9aecbba.jpg;car;268;235;289;276
1478020358197087411_jpg.rf.90a42dc980ca76a2a8c435cda9aecbba.jpg;car;271;240;280;269
1478020358197087411_jpg.rf.90a42dc980ca76a2a8c435cda9aecbba.jpg;car;283;250;306;290
1478020358197087411_jpg.rf.90a42dc980ca76a2a8c435cda9aecbba.jpg;car;283;246;302;270
1478020358197087411_jpg.rf.90a42dc980ca76a2a8c435cda9aecbba.jpg;car;297;244;330;283
1478020358197087411_jpg.rf.90a42dc980ca76a2a8c435cda9aecbba.jpg;pedestrian;313;247;328;299
1478020358197087411_jpg.rf.90a42dc980ca76a2a8c435cda9aecbba.jpg;pedestrian;466;216;484;295
1478020358197087411_jpg.rf.90a42dc980ca76a2a8c435cda9aecbba.jpg;pedestrian;469;218;489;298
1478898615383677498_jpg.rf.908e7b114982747c2982596eb08070ee.jpg;car;0;269;73;333
1478898615383677498_jpg.rf.908e7b114982747c2982596eb08070ee.jpg;pedestrian;479;254;500;311
1478898615383677498_jpg.rf.908e7b114982747c2982596eb08070ee.jpg;pedestrian;483;252;495;299
1478898615383677498_jpg.rf.908e7b114982747c2982596eb08070ee.jpg;pedestrian;498;241;511;328
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;399;216;414;284
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;1;263;10;305
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;9;273;17;309
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;14;265;22;295
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;22;262;32;294
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;30;261;38;295
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;34;260;43;295
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;36;259;45;292
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;46;257;53;300
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;69;229;104;329
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;car;98;251;216;386
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;111;216;131;275
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;car;196;257;219;306
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;car;200;254;228;291
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;307;247;319;294
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;308;247;316;292
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;322;231;349;323
1478899457465570593_jpg.rf.908cd19a3a9104f8dbaa05ff48070e94.jpg;pedestrian;387;229;405;320
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;0;247;19;361
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;248;223;268;344
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;52;253;62;305
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;60;256;69;305
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;71;222;86;363
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;88;223;107;365
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;113;218;149;357
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;125;215;145;355
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;145;244;162;299
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;146;247;154;290
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;153;247;161;294
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;172;222;196;360
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;car;193;245;199;270
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;214;207;232;363
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;265;224;297;336
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;265;240;270;291
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;270;224;292;331
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;297;239;308;276
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;357;217;385;350
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;358;215;384;340
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;pedestrian;382;214;411;347
1478899787101020586_jpg.rf.90GJudsuG7knPPh4NCP3.jpg;car;434;217;509;286
1478020492705794594_jpg.rf.90jbuIl6cQezKTQiiGSL.jpg;car;39;241;65;294
1478020492705794594_jpg.rf.90jbuIl6cQezKTQiiGSL.jpg;car;42;240;68;290
1478020492705794594_jpg.rf.90jbuIl6cQezKTQiiGSL.jpg;car;66;233;96;288
1478020492705794594_jpg.rf.90jbuIl6cQezKTQiiGSL.jpg;car;226;241;236;265
1478020492705794594_jpg.rf.90jbuIl6cQezKTQiiGSL.jpg;car;235;243;252;268
1478020492705794594_jpg.rf.90jbuIl6cQezKTQiiGSL.jpg;car;246;229;360;276
1478020492705794594_jpg.rf.90jbuIl6cQezKTQiiGSL.jpg;car;359;242;379;264
1478020492705794594_jpg.rf.90jbuIl6cQezKTQiiGSL.jpg;car;422;235;461;254
1478020492705794594_jpg.rf.90jbuIl6cQezKTQiiGSL.jpg;car;445;235;498;264
1478020492705794594_jpg.rf.90jbuIl6cQezKTQiiGSL.jpg;pedestrian;500;224;511;282
1478898154352918505_jpg.rf.90f90f9e5723b6b2e878310345f8c3b4.jpg;pedestrian;337;241;362;316
1478898154352918505_jpg.rf.90f90f9e5723b6b2e878310345f8c3b4.jpg;car;0;274;44;340
1478898154352918505_jpg.rf.90f90f9e5723b6b2e878310345f8c3b4.jpg;car;14;263;59;287
1478898154352918505_jpg.rf.90f90f9e5723b6b2e878310345f8c3b4.jpg;car;38;259;73;299
1478898154352918505_jpg.rf.90f90f9e5723b6b2e878310345f8c3b4.jpg;car;62;259;94;306
1478898154352918505_jpg.rf.90f90f9e5723b6b2e878310345f8c3b4.jpg;car;94;268;130;309
1478898154352918505_jpg.rf.90f90f9e5723b6b2e878310345f8c3b4.jpg;car;141;261;189;311
1478898154352918505_jpg.rf.90f90f9e5723b6b2e878310345f8c3b4.jpg;car;148;268;171;305
1478898154352918505_jpg.rf.90f90f9e5723b6b2e878310345f8c3b4.jpg;car;170;259;244;314
1478898154352918505_jpg.rf.90f90f9e5723b6b2e878310345f8c3b4.jpg;car;171;262;238;306
1478021875581693354_jpg.rf.914856973ba891ac171fce21581d7ae4.jpg;pedestrian;0;235;16;289
1478021875581693354_jpg.rf.914856973ba891ac171fce21581d7ae4.jpg;car;66;232;113;289
1478021875581693354_jpg.rf.914856973ba891ac171fce21581d7ae4.jpg;car;168;235;187;259
1478021875581693354_jpg.rf.914856973ba891ac171fce21581d7ae4.jpg;car;169;235;188;259
1478021875581693354_jpg.rf.914856973ba891ac171fce21581d7ae4.jpg;car;265;233;282;258
1478021875581693354_jpg.rf.914856973ba891ac171fce21581d7ae4.jpg;car;276;239;301;273
1478021875581693354_jpg.rf.914856973ba891ac171fce21581d7ae4.jpg;car;278;236;297;270
1478021875581693354_jpg.rf.914856973ba891ac171fce21581d7ae4.jpg;car;294;233;339;288
1478900991378211379_jpg.rf.9132cf867c41bb2bdcbd1a4a1993fe37.jpg;car;8;256;59;297
1478900991378211379_jpg.rf.9132cf867c41bb2bdcbd1a4a1993fe37.jpg;car;148;248;169;280
1478900991378211379_jpg.rf.9132cf867c41bb2bdcbd1a4a1993fe37.jpg;car;150;255;168;279
1478900991378211379_jpg.rf.9132cf867c41bb2bdcbd1a4a1993fe37.jpg;car;176;253;205;289
1478900991378211379_jpg.rf.9132cf867c41bb2bdcbd1a4a1993fe37.jpg;car;201;251;255;317
1478900991378211379_jpg.rf.9132cf867c41bb2bdcbd1a4a1993fe37.jpg;car;206;208;251;253
1478900991378211379_jpg.rf.9132cf867c41bb2bdcbd1a4a1993fe37.jpg;pedestrian;280;252;293;282
1478900991378211379_jpg.rf.9132cf867c41bb2bdcbd1a4a1993fe37.jpg;car;338;247;385;288
1478732027329792232_jpg.rf.91e1efcd5d06695371b7164d96d2c8af.jpg;pedestrian;315;241;321;268
1478732027329792232_jpg.rf.91e1efcd5d06695371b7164d96d2c8af.jpg;car;347;235;378;262
1478732027329792232_jpg.rf.91e1efcd5d06695371b7164d96d2c8af.jpg;car;364;235;395;268
1478732027329792232_jpg.rf.91e1efcd5d06695371b7164d96d2c8af.jpg;car;380;238;428;270
1478732027329792232_jpg.rf.91e1efcd5d06695371b7164d96d2c8af.jpg;car;386;240;428;265
1478732027329792232_jpg.rf.91e1efcd5d06695371b7164d96d2c8af.jpg;car;427;232;442;261
1478732027329792232_jpg.rf.91e1efcd5d06695371b7164d96d2c8af.jpg;car;438;230;464;257
1478897150598165442_jpg.rf.91cc6f1249e40e8c83325ba485fead5f.jpg;car;0;252;33;303
1478897150598165442_jpg.rf.91cc6f1249e40e8c83325ba485fead5f.jpg;pedestrian;19;268;34;308
1478897150598165442_jpg.rf.91cc6f1249e40e8c83325ba485fead5f.jpg;car;52;256;89;300
1478897150598165442_jpg.rf.91cc6f1249e40e8c83325ba485fead5f.jpg;car;88;270;120;300
1478897150598165442_jpg.rf.91cc6f1249e40e8c83325ba485fead5f.jpg;car;135;264;175;309
1478897150598165442_jpg.rf.91cc6f1249e40e8c83325ba485fead5f.jpg;car;166;266;182;299
1478897150598165442_jpg.rf.91cc6f1249e40e8c83325ba485fead5f.jpg;car;249;265;280;302
1478899558012712914_jpg.rf.91e8ac5a244e6b38bebcaab3b634d48b.jpg;car;218;249;263;310
1478899558012712914_jpg.rf.91e8ac5a244e6b38bebcaab3b634d48b.jpg;car;1;269;53;325
1478899558012712914_jpg.rf.91e8ac5a244e6b38bebcaab3b634d48b.jpg;car;57;255;116;324
1478899558012712914_jpg.rf.91e8ac5a244e6b38bebcaab3b634d48b.jpg;pedestrian;73;245;92;340
1478899558012712914_jpg.rf.91e8ac5a244e6b38bebcaab3b634d48b.jpg;pedestrian;74;250;89;336
1478899558012712914_jpg.rf.91e8ac5a244e6b38bebcaab3b634d48b.jpg;car;245;210;512;373
1478897090039977746_jpg.rf.9193da41a1dc43de06cd0d2eb7d67276.jpg;pedestrian;243;253;253;286
1478897090039977746_jpg.rf.9193da41a1dc43de06cd0d2eb7d67276.jpg;car;124;262;148;293
1478901239317990329_jpg.rf.91fb070a1c58106186cc1e690d8451b8.jpg;car;0;247;58;299
1478901239317990329_jpg.rf.91fb070a1c58106186cc1e690d8451b8.jpg;car;37;171;258;459
1478901239317990329_jpg.rf.91fb070a1c58106186cc1e690d8451b8.jpg;pedestrian;274;256;282;287
1478901239317990329_jpg.rf.91fb070a1c58106186cc1e690d8451b8.jpg;car;307;252;374;289
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;pedestrian;1;256;12;305
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;pedestrian;18;256;29;305
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;pedestrian;18;258;27;305
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;pedestrian;30;253;39;305
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;car;45;264;85;305
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;car;95;255;138;303
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;car;137;254;153;288
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;car;151;249;166;282
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;car;170;247;195;284
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;car;211;253;235;281
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;pedestrian;259;235;265;276
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;pedestrian;267;236;274;278
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;pedestrian;274;243;281;278
1478899630565978265_jpg.rf.91mxgwgOf5THv9tj76Vm.jpg;car;380;206;511;308
